w;x;x*-x;iterations;cond;
0,1;1;8,34433e-12;1 074;10,3476;
;2;-2,95008e-12;;
;3;9,9063e-12;;
;4;2,82885e-12;;
;5;-1,1342e-12;;
;6;7,90301e-12;;
;7;-1,15383e-11;;
;8;9,70957e-12;;
;9;-9,51061e-12;;
;10;3,19922e-12;;
;11;-7,6259e-12;;
;12;1,91847e-12;;
w;x;x*-x;iterations;cond;
0,2;1;7,96441e-12;532;10,3309;
;2;-2,84039e-12;;
;3;9,49107e-12;;
;4;2,71028e-12;;
;5;-1,06404e-12;;
;6;7,53264e-12;;
;7;-1,09974e-11;;
;8;9,25215e-12;;
;9;-9,08962e-12;;
;10;3,07487e-12;;
;11;-7,31148e-12;;
;12;1,82965e-12;;
w;x;x*-x;iterations;cond;
0,3;1;7,74913e-12;351;10,3066;
;2;-2,78666e-12;;
;3;9,26903e-12;;
;4;2,64722e-12;;
;5;-1,01874e-12;;
;6;7,3177e-12;;
;7;-1,06866e-11;;
;8;8,98925e-12;;
;9;-8,85514e-12;;
;10;3,00915e-12;;
;11;-7,14806e-12;;
;12;1,78346e-12;;
w;x;x*-x;iterations;cond;
0,4;1;7,87082e-12;260;10,2879;
;2;-2,85061e-12;;
;3;9,44578e-12;;
;4;2,69784e-12;;
;5;-1,01874e-12;;
;6;7,4234e-12;;
;7;-1,0842e-11;;
;8;9,11893e-12;;
;9;-9,00613e-12;;
;10;3,07665e-12;;
;11;-7,28839e-12;;
;12;1,81366e-12;;
w;x;x*-x;iterations;cond;
0,5;1;7,43627e-12;206;10,271;
;2;-2,71427e-12;;
;3;8,95728e-12;;
;4;2,55707e-12;;
;5;-9,4591e-13;;
;6;7,00506e-12;;
;7;-1,023e-11;;
;8;8,60378e-12;;
;9;-8,52296e-12;;
;10;2,92388e-12;;
;11;-6,91891e-12;;
;12;1,71418e-12;;
w;x;x*-x;iterations;cond;
0,6;1;6,99807e-12;170;10,2523;
;2;-2,57527e-12;;
;3;8,45812e-12;;
;4;2,41629e-12;;
;5;-8,73968e-13;;
;6;6,58229e-12;;
;7;-9,61453e-12;;
;8;8,08331e-12;;
;9;-8,02736e-12;;
;10;2,76934e-12;;
;11;-6,53877e-12;;
;12;1,61293e-12;;
w;x;x*-x;iterations;cond;
0,7;1;6,87572e-12;144;10,232;
;2;-2,5473e-12;;
;3;8,33777e-12;;
;4;2,37899e-12;;
;5;-8,45546e-13;;
;6;6,45972e-12;;
;7;-9,4369e-12;;
;8;7,9341e-12;;
;9;-7,89946e-12;;
;10;2,73559e-12;;
;11;-6,44995e-12;;
;12;1,58806e-12;;
w;x;x*-x;iterations;cond;
0,8;1;6,10867e-12;125;10,2099;
;2;-2,28129e-12;;
;3;7,43494e-12;;
;4;2,12097e-12;;
;5;-7,38076e-13;;
;6;5,72964e-12;;
;7;-8,37108e-12;;
;8;7,03704e-12;;
;9;-7,02549e-12;;
;10;2,44604e-12;;
;11;-5,7554e-12;;
;12;1,4122e-12;;
w;x;x*-x;iterations;cond;
0,9;1;4,74731e-13;128;1,0078;
;2;4,36096e-13;;
;3;6,0929e-13;;
;4;5,45786e-13;;
;5;5,03597e-13;;
;6;6,05738e-13;;
;7;3,57048e-13;;
;8;5,95968e-13;;
;9;3,17968e-13;;
;10;5,50671e-13;;
;11;4,01457e-13;;
;12;5,41789e-13;;
w;x;x*-x;iterations;cond;
1;1;5,41345e-13;2 486;0,971252;
;2;6,93667e-13;;
;3;6,99885e-13;;
;4;7,42517e-13;;
;5;7,47846e-13;;
;6;7,41629e-13;;
;7;7,20313e-13;;
;8;6,93667e-13;;
;9;6,35936e-13;;
;10;7,40741e-13;;
;11;7,31859e-13;;
;12;7,51399e-13;;
