w;x;x*-x;iterations;
0,01;1,00022;-0,000221906;3 421;
;1,99972;0,000279074;;
;3,00066;-0,000660921;;
;3,99895;0,0010508;;
;5,00104;-0,00104446;;
;5,99936;0,000644284;;
;7,0003;-0,000302084;;
;7,99972;0,000279074;;
w;x;x*-x;iterations;
0,02;1,00022;-0,00022181;1 709;
;1,99972;0,000278952;;
;3,00066;-0,000660633;;
;3,99895;0,00105034;;
;5,00104;-0,001044;;
;5,99936;0,000644003;;
;7,0003;-0,000301953;;
;7,99972;0,000278952;;
w;x;x*-x;iterations;
0,03;1,00022;-0,000222131;1 138;
;1,99972;0,000279357;;
;3,00066;-0,000661591;;
;3,99895;0,00105186;;
;5,00105;-0,00104551;;
;5,99936;0,000644938;;
;7,0003;-0,000302391;;
;7,99972;0,000279357;;
w;x;x*-x;iterations;
0,04;1,00022;-0,000221613;853;
;1,99972;0,000278705;;
;3,00066;-0,000660047;;
;3,99895;0,00104941;;
;5,00104;-0,00104308;;
;5,99936;0,000643433;;
;7,0003;-0,000301685;;
;7,99972;0,000278705;;
w;x;x*-x;iterations;
0,05;1,00022;-0,000221094;682;
;1,99972;0,000278053;;
;3,00066;-0,000658502;;
;3,99895;0,00104695;;
;5,00104;-0,00104063;;
;5,99936;0,000641926;;
;7,0003;-0,000300979;;
;7,99972;0,000278053;;
w;x;x*-x;iterations;
0,06;1,00022;-0,000220574;568;
;1,99972;0,000277399;;
;3,00066;-0,000656954;;
;3,99896;0,00104449;;
;5,00104;-0,00103819;;
;5,99936;0,000640417;;
;7,0003;-0,000300271;;
;7,99972;0,000277399;;
w;x;x*-x;iterations;
0,07;1,00022;-0,000221731;486;
;1,99972;0,000278854;;
;3,00066;-0,000660399;;
;3,99895;0,00104997;;
;5,00104;-0,00104363;;
;5,99936;0,000643775;;
;7,0003;-0,000301846;;
;7,99972;0,000278854;;
w;x;x*-x;iterations;
0,08;1,00022;-0,000221208;425;
;1,99972;0,000278196;;
;3,00066;-0,00065884;;
;3,99895;0,00104749;;
;5,00104;-0,00104117;;
;5,99936;0,000642256;;
;7,0003;-0,000301134;;
;7,99972;0,000278196;;
w;x;x*-x;iterations;
0,09;1,00022;-0,000219012;378;
;1,99972;0,000275434;;
;3,00065;-0,0006523;;
;3,99896;0,00103709;;
;5,00103;-0,00103083;;
;5,99936;0,00063588;;
;7,0003;-0,000298144;;
;7,99972;0,000275434;;
w;x;x*-x;iterations;
0,1;1,00022;-0,00021849;340;
;1,99973;0,000274777;;
;3,00065;-0,000650745;;
;3,99897;0,00103462;;
;5,00103;-0,00102837;;
;5,99937;0,000634364;;
;7,0003;-0,000297433;;
;7,99973;0,000274777;;
w;x;x*-x;iterations;
0,11;1,00022;-0,000222159;308;
;1,99972;0,000279392;;
