w;x;x*-x;iterations;cond;
0,71;1;6,63636e-12;142;10,2317;
;2;-2,46114e-12;;
;3;8,05178e-12;;
;4;2,29772e-12;;
;5;-8,1446e-13;;
;6;6,23235e-12;;
;7;-9,10561e-12;;
;8;7,65521e-12;;
;9;-7,62412e-12;;
;10;2,64144e-12;;
;11;-6,22791e-12;;
;12;1,53122e-12;;
w;x;x*-x;iterations;cond;
0,72;1;6,46461e-12;140;10,2371;
;2;-2,4003e-12;;
;3;7,84528e-12;;
;4;2,23865e-12;;
;5;-7,91367e-13;;
;6;6,07159e-12;;
;7;-8,86846e-12;;
;8;7,45537e-12;;
;9;-7,42695e-12;;
;10;2,57749e-12;;
;11;-6,07159e-12;;
;12;1,49214e-12;;
w;x;x*-x;iterations;cond;
0,73;1;6,35814e-12;138;10,2286;
;2;-2,36255e-12;;
;3;7,7196e-12;;
;4;2,20313e-12;;
;5;-7,76268e-13;;
;6;5,97211e-12;;
;7;-8,72102e-12;;
;8;7,3328e-12;;
;9;-7,30793e-12;;
;10;2,53486e-12;;
;11;-5,97566e-12;;
;12;1,46905e-12;;
w;x;x*-x;iterations;cond;
0,74;1;6,31528e-12;136;10,2231;
;2;-2,3479e-12;;
;3;7,67031e-12;;
;4;2,18803e-12;;
;5;-7,69163e-13;;
;6;5,92681e-12;;
;7;-8,6624e-12;;
;8;7,28129e-12;;
;9;-7,25997e-12;;
;10;2,51887e-12;;
;11;-5,93481e-12;;
;12;1,46017e-12;;
w;x;x*-x;iterations;cond;
0,75;1;6,33138e-12;134;10,2289;
;2;-2,35456e-12;;
;3;7,69118e-12;;
;4;2,19647e-12;;
;5;-7,70939e-13;;
;6;5,94191e-12;;
;7;-8,68283e-12;;
;8;7,29994e-12;;
;9;-7,27596e-12;;
;10;2,52776e-12;;
;11;-5,95257e-12;;
;12;1,46194e-12;;
w;x;x*-x;iterations;cond;
0,76;1;6,40932e-12;132;10,2215;
;2;-2,38609e-12;;
;3;7,78932e-12;;
;4;2,22355e-12;;
;5;-7,80709e-13;;
;6;6,01741e-12;;
;7;-8,7903e-12;;
;8;7,38876e-12;;
;9;-7,36833e-12;;
;10;2,56151e-12;;
;11;-6,02896e-12;;
;12;1,48148e-12;;
w;x;x*-x;iterations;cond;
0,77;1;6,55231e-12;130;10,2165;
;2;-2,43983e-12;;
;3;7,96385e-12;;
;4;2,27418e-12;;
;5;-7,95808e-13;;
;6;6,14886e-12;;
;7;-8,9857e-12;;
;8;7,55307e-12;;
;9;-7,53353e-12;;
;10;2,61657e-12;;
;11;-6,16396e-12;;
;12;1,51346e-12;;
w;x;x*-x;iterations;cond;
0,78;1;6,76315e-12;128;10,2256;
;2;-2,51754e-12;;
;3;8,22276e-12;;
;4;2,34701e-12;;
;5;-8,21565e-13;;
;6;6,34959e-12;;
;7;-9,27258e-12;;
;8;7,79554e-12;;
;9;-7,77511e-12;;
;10;2,70362e-12;;
;11;-6,36291e-12;;
;12;1,56142e-12;;
w;x;x*-x;iterations;cond;
0,79;1;7,05214e-12;126;10,2257;
;2;-2,62546e-12;;
;3;8,57048e-12;;
;4;2,44604e-12;;
;5;-8,5798e-13;;
;6;6,61782e-12;;
;7;-9,66871e-12;;
;8;8,12861e-12;;
;9;-8,10729e-12;;
;10;2,81908e-12;;
;11;-6,63469e-12;;
;12;1,62892e-12;;
w;x;x*-x;iterations;cond;
0,8;1;6,10867e-12;125;10,2099;
;2;-2,28129e-12;;
;3;7,43494e-12;;
;4;2,12097e-12;;
;5;-7,38076e-13;;
;6;5,72964e-12;;
;7;-8,37108e-12;;
;8;7,03704e-12;;
;9;-7,02549e-12;;
;10;2,44604e-12;;
;11;-5,7554e-12;;
;12;1,4122e-12;;
w;x;x*-x;iterations;cond;
0,81;1;6,47793e-12;123;10,2143;
;2;-2,41673e-12;;
;3;7,88081e-12;;
;4;2,25109e-12;;
;5;-7,83373e-13;;
;6;6,07692e-12;;
;7;-8,87823e-12;;
;8;7,46336e-12;;
;9;-7,45004e-12;;
;10;2,58993e-12;;
;11;-6,10179e-12;;
;12;1,49747e-12;;
w;x;x*-x;iterations;cond;
0,82;1;6,93645e-12;121;10,22;
;2;-2,58815e-12;;
;3;8,43858e-12;;
;4;2,40874e-12;;
;5;-8,39329e-13;;
;6;6,50857e-12;;
;7;-9,50706e-12;;
;8;7,99361e-12;;
;9;-7,97762e-12;;
;10;2,77645e-12;;
;11;-6,53344e-12;;
;12;1,60227e-12;;
w;x;x*-x;iterations;cond;
0,83;1;6,12366e-12;120;10,2075;
;2;-2,28972e-12;;
;3;7,45981e-12;;
;4;2,12808e-12;;
;5;-7,37188e-13;;
;6;5,74207e-12;;
;7;-8,39151e-12;;
;8;7,05391e-12;;
;9;-7,04681e-12;;
;10;2,45493e-12;;
;11;-5,77671e-12;;
;12;1,41576e-12;;
w;x;x*-x;iterations;cond;
0,84;1;6,67078e-12;118;10,2138;
;2;-2,49267e-12;;
;3;8,12328e-12;;
;4;2,31726e-12;;
;5;-8,03801e-13;;
;6;6,25633e-12;;
;7;-9,14113e-12;;
;8;7,68541e-12;;
;9;-7,67564e-12;;
;10;2,67342e-12;;
;11;-6,2883e-12;;
;12;1,54188e-12;;
w;x;x*-x;iterations;cond;
0,85;1;5,95868e-12;117;10,2081;
;2;-2,23332e-12;;
;3;7,26441e-12;;
;4;2,07478e-12;;
;5;-7,14095e-13;;
;6;5,58664e-12;;
;7;-8,16236e-12;;
;8;6,86029e-12;;
;9;-6,85851e-12;;
;10;2,39098e-12;;
;11;-5,62572e-12;;
;12;1,37668e-12;;
w;x;x*-x;iterations;cond;
0,86;1;6,60538e-12;115;10,2087;
