w;x;x*-x;iterations;cond;
0,1;1;2,70899e-11;21 729;48,0622;
;2;3,47391e-11;;
;3;3,50604e-11;;
;4;3,72684e-11;;
;5;3,74696e-11;;
;6;3,71836e-11;;
;7;3,61631e-11;;
;8;3,47633e-11;;
;9;3,18963e-11;;
;10;3,69695e-11;;
;11;3,66747e-11;;
;12;3,76019e-11;;
w;x;x*-x;iterations;cond;
0,2;1;2,70503e-11;10 858;48,1876;
;2;3,46858e-11;;
;3;3,50062e-11;;
;4;3,7208e-11;;
;5;3,7411e-11;;
;6;3,71267e-11;;
;7;3,61107e-11;;
;8;3,47136e-11;;
;9;3,18501e-11;;
;10;3,69091e-11;;
;11;3,66178e-11;;
;12;3,75397e-11;;
w;x;x*-x;iterations;cond;
0,3;1;2,70777e-11;7 234;48,1907;
;2;3,47204e-11;;
;3;3,50417e-11;;
;4;3,72458e-11;;
;5;3,74483e-11;;
;6;3,7164e-11;;
;7;3,6148e-11;;
;8;3,47491e-11;;
;9;3,18803e-11;;
;10;3,69464e-11;;
;11;3,66551e-11;;
;12;3,75771e-11;;
w;x;x*-x;iterations;cond;
0,4;1;2,69778e-11;5 423;48,1136;
;2;3,45908e-11;;
;3;3,49103e-11;;
;4;3,71054e-11;;
;5;3,73088e-11;;
;6;3,70273e-11;;
;7;3,60147e-11;;
;8;3,46221e-11;;
;9;3,1763e-11;;
;10;3,68061e-11;;
;11;3,65166e-11;;
;12;3,74385e-11;;
w;x;x*-x;iterations;cond;
0,5;1;2,69464e-11;4 336;48,0812;
;2;3,45506e-11;;
;3;3,48699e-11;;
;4;3,70624e-11;;
;5;3,72653e-11;;
;6;3,69837e-11;;
;7;3,5973e-11;;
;8;3,45821e-11;;
;9;3,17257e-11;;
;10;3,67653e-11;;
;11;3,64739e-11;;
;12;3,73959e-11;;
w;x;x*-x;iterations;cond;
0,6;1;2,6782e-11;3 612;48,139;
;2;3,43419e-11;;
;3;3,46589e-11;;
;4;3,6839e-11;;
;5;3,70397e-11;;
;6;3,67582e-11;;
;7;3,57527e-11;;
;8;3,43698e-11;;
;9;3,15321e-11;;
;10;3,65414e-11;;
;11;3,62554e-11;;
;12;3,71685e-11;;
w;x;x*-x;iterations;cond;
0,7;1;2,68142e-11;3 094;48,0861;
;2;3,43812e-11;;
;3;3,46994e-11;;
;4;3,68812e-11;;
;5;3,70832e-11;;
;6;3,68026e-11;;
;7;3,57954e-11;;
;8;3,44107e-11;;
;9;3,15694e-11;;
;10;3,65841e-11;;
;11;3,62963e-11;;
;12;3,72129e-11;;
w;x;x*-x;iterations;cond;
0,8;1;2,67166e-11;2 706;48,0976;
;2;3,42562e-11;;
;3;3,45732e-11;;
;4;3,67466e-11;;
;5;3,69482e-11;;
;6;3,66676e-11;;
;7;3,56648e-11;;
;8;3,42864e-11;;
;9;3,1454e-11;;
;10;3,64508e-11;;
;11;3,61631e-11;;
;12;3,70743e-11;;
w;x;x*-x;iterations;cond;
0,9;1;2,66832e-11;2 404;48,1293;
;2;3,42142e-11;;
;3;3,45306e-11;;
;4;3,67026e-11;;
;5;3,69029e-11;;
;6;3,66223e-11;;
;7;3,56213e-11;;
;8;3,42437e-11;;
;9;3,14166e-11;;
;10;3,64064e-11;;
;11;3,61187e-11;;
;12;3,70299e-11;;
w;x;x*-x;iterations;cond;
1;1;2,6775e-11;2 162;48,0586;
;2;3,43334e-11;;
;3;3,46505e-11;;
;4;3,68292e-11;;
;5;3,70308e-11;;
;6;3,67493e-11;;
;7;3,57439e-11;;
;8;3,4361e-11;;
;9;3,1525e-11;;
;10;3,65326e-11;;
;11;3,6243e-11;;
;12;3,71578e-11;;
