w;x;x*-x;iterations;cond;
0,1;1;2,72699e-11;20 700;48,3409;
;2;3,49731e-11;;
;3;3,52811e-11;;
;4;3,75042e-11;;
;5;3,7705e-11;;
;6;3,74145e-11;;
;7;3,637e-11;;
;8;3,49445e-11;;
;9;3,20863e-11;;
;10;3,71898e-11;;
;11;3,68807e-11;;
;12;3,78044e-11;;
w;x;x*-x;iterations;cond;
0,2;1;2,7341e-11;9 830;48,5173;
;2;3,50642e-11;;
;3;3,53553e-11;;
;4;3,75868e-11;;
;5;3,77849e-11;;
;6;3,74918e-11;;
;7;3,64269e-11;;
;8;3,498e-11;;
;9;3,21432e-11;;
;10;3,7252e-11;;
;11;3,69269e-11;;
;12;3,78506e-11;;
w;x;x*-x;iterations;cond;
0,3;1;2,73757e-11;6 207;48,6008;
;2;3,51106e-11;;
;3;3,53837e-11;;
;4;3,76215e-11;;
;5;3,7816e-11;;
;6;3,75193e-11;;
;7;3,64322e-11;;
;8;3,49631e-11;;
;9;3,21521e-11;;
;10;3,7268e-11;;
;11;3,69251e-11;;
;12;3,78417e-11;;
w;x;x*-x;iterations;cond;
0,4;1;2,74595e-11;4 395;48,5981;
;2;3,52225e-11;;
;3;3,54747e-11;;
;4;3,77232e-11;;
;5;3,79137e-11;;
;6;3,76117e-11;;
;7;3,64961e-11;;
;8;3,50004e-11;;
;9;3,22196e-11;;
;10;3,73479e-11;;
;11;3,69837e-11;;
;12;3,7895e-11;;
w;x;x*-x;iterations;cond;
0,5;1;2,72373e-11;3 309;48,3803;
;2;3,49418e-11;;
;3;3,51679e-11;;
;4;3,74016e-11;;
;5;3,7585e-11;;
;6;3,72831e-11;;
;7;3,6148e-11;;
;8;3,46398e-11;;
;9;3,19229e-11;;
;10;3,70068e-11;;
;11;3,66214e-11;;
;12;3,75202e-11;;
w;x;x*-x;iterations;cond;
0,6;1;2,7189e-11;2 584;47,9817;
;2;3,48852e-11;;
;3;3,50839e-11;;
;4;3,7319e-11;;
;5;3,74953e-11;;
;6;3,7188e-11;;
;7;3,60236e-11;;
;8;3,44897e-11;;
;9;3,18252e-11;;
;10;3,68985e-11;;
;11;3,64899e-11;;
;12;3,73763e-11;;
w;x;x*-x;iterations;cond;
0,7;1;2,67542e-11;2 067;47,1454;
;2;3,43321e-11;;
;3;3,44973e-11;;
;4;3,67018e-11;;
;5;3,68692e-11;;
;6;3,6561e-11;;
;7;3,53797e-11;;
;8;3,38387e-11;;
;9;3,1271e-11;;
;10;3,6259e-11;;
;11;3,58256e-11;;
;12;3,66889e-11;;
w;x;x*-x;iterations;cond;
0,8;1;2,58356e-11;1 680;46,0361;
;2;3,31584e-11;;
;3;3,32836e-11;;
;4;3,54183e-11;;
;5;3,55724e-11;;
;6;3,52696e-11;;
;7;3,40901e-11;;
;8;3,25668e-11;;
;9;3,01448e-11;;
;10;3,49569e-11;;
;11;3,45075e-11;;
;12;3,533e-11;;
w;x;x*-x;iterations;cond;
0,9;1;2,51219e-11;1 378;44,4704;
;2;3,22504e-11;;
;3;3,23337e-11;;
;4;3,44174e-11;;
;5;3,45572e-11;;
;6;3,42544e-11;;
;7;3,30633e-11;;
;8;3,15428e-11;;
;9;2,9253e-11;;
;10;3,39302e-11;;
;11;3,34577e-11;;
;12;3,42446e-11;;
w;x;x*-x;iterations;cond;
1;1;2,37623e-11;1 137;42,2248;
;2;3,05107e-11;;
;3;3,05445e-11;;
;4;3,25215e-11;;
;5;3,26468e-11;;
;6;3,23546e-11;;
;7;3,11768e-11;;
;8;2,96936e-11;;
;9;2,76046e-11;;
;10;3,20188e-11;;
;11;3,15321e-11;;
;12;3,22622e-11;;
w;x;x*-x;iterations;cond;
1,1;1;2,24534e-11;939;39,3678;
;2;2,88405e-11;;
;3;2,88218e-11;;
;4;3,0699e-11;;
;5;3,08056e-11;;
;6;3,05187e-11;;
;7;2,93499e-11;;
;8;2,78968e-11;;
;9;2,60076e-11;;
;10;3,01767e-11;;
;11;2,96687e-11;;
;12;3,0342e-11;;
w;x;x*-x;iterations;cond;
1,2;1;2,05593e-11;774;35,8394;
;2;2,64198e-11;;
;3;2,63443e-11;;
;4;2,80727e-11;;
;5;2,81579e-11;;
;6;2,78861e-11;;
;7;2,67493e-11;;
;8;2,53628e-11;;
;9;2,37304e-11;;
;10;2,75389e-11;;
;11;2,70219e-11;;
;12;2,76223e-11;;
w;x;x*-x;iterations;cond;
1,3;1;1,81541e-11;634;31,7739;
;2;2,33404e-11;;
;3;2,32099e-11;;
;4;2,47478e-11;;
;5;2,48086e-11;;
;6;2,45572e-11;;
;7;2,34808e-11;;
;8;2,21947e-11;;
;9;2,08598e-11;;
;10;2,42153e-11;;
;11;2,37002e-11;;
;12;2,42082e-11;;
w;x;x*-x;iterations;cond;
1,4;1;1,54654e-11;513;27,2421;
;2;1,98941e-11;;
;3;1,97096e-11;;
;4;2,10325e-11;;
;5;2,10694e-11;;
;6;2,0842e-11;;
;7;1,98455e-11;;
;8;1,86793e-11;;
;9;1,76623e-11;;
;10;2,05116e-11;;
;11;2,00071e-11;;
;12;2,04192e-11;;
w;x;x*-x;iterations;cond;
1,5;1;4,442e-13;448;1,35784;
;2;1,06382e-12;;
;3;1,14087e-12;;
;4;1,02984e-12;;
;5;4,08562e-13;;
;6;1,39622e-12;;
;7;1,10933e-12;;
;8;1,06848e-12;;
